pool,backbone,skin,seed,cal,method,burden@5,ndcg@5,burden@10,ndcg@10,burden@20,ndcg@20,burden@50,ndcg@50
full,LogReg,Normal,6,rank,relevance_only,2.2,0.9999999999999999,3.7,0.9363792118010483,2.7,0.9589412206131108,2.26,0.946993507066187
full,LogReg,Normal,6,rank,hard_filter,1.6,0.9999999999999999,1.9,1.0,1.45,0.9999999999999999,1.2,0.9683156944047123
full,LogReg,Normal,6,rank,proportional,0.0,0.9999999999999999,0.0,1.0,0.15,0.963643712011461,0.56,0.9801548046678968
full,LogReg,Normal,6,rank,MMR,3.8,0.9999999999999999,3.8,0.8521705090845473,2.7,0.9045956734237109,2.58,0.8723580591680422
full,LogReg,Normal,6,rank,FAIR_prefix,2.2,0.9999999999999999,3.7,0.9363792118010483,2.7,0.9589412206131108,2.26,0.946993507066187
full,LogReg,Normal,6,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9626932496335552,0.0,0.9650673982659705
dense,LogReg,Normal,7,minmax,relevance_only,8.8,0.6608397947263838,7.2,0.7136540102475308,9.45,0.815201647851311,10.42,0.8991272322246524
dense,LogReg,Normal,7,minmax,hard_filter,8.8,0.6608397947263838,7.2,0.7136540102475308,9.45,0.815201647851311,10.42,0.8991272322246524
dense,LogReg,Normal,7,minmax,proportional,4.8,0.9999999999999999,5.0,0.9363792118010483,5.5,0.9589412206131108,6.5,0.8892793987451358
dense,LogReg,Normal,7,minmax,MMR,9.0,0.6608397947263838,8.0,0.7162874455029681,11.3,0.8169011809794535,9.4,0.852124546837606
dense,LogReg,Normal,7,minmax,FAIR_prefix,8.8,0.6608397947263838,7.2,0.7136540102475308,9.45,0.815201647851311,10.42,0.8991272322246524
dense,LogReg,Normal,7,minmax,proposed,4.4,0.9999999999999999,4.1,1.0,4.25,0.9316250195240084,4.38,0.8231212402841117
dense,LogReg,Normal,7,rank,relevance_only,8.8,0.6608397947263838,7.2,0.7136540102475308,9.45,0.815201647851311,10.42,0.8991272322246524
dense,LogReg,Normal,7,rank,hard_filter,8.8,0.6608397947263838,7.2,0.7136540102475308,9.45,0.815201647851311,10.42,0.8991272322246524
dense,LogReg,Normal,7,rank,proportional,4.8,0.9999999999999999,5.4,0.933745776545611,6.05,0.9572416874849684,7.32,0.9315477791945237
dense,LogReg,Normal,7,rank,MMR,9.0,0.6608397947263838,8.0,0.7136540102475308,10.65,0.815201647851311,9.96,0.8398517493873595
dense,LogReg,Normal,7,rank,FAIR_prefix,8.8,0.6608397947263838,7.2,0.7136540102475308,9.45,0.815201647851311,10.42,0.8991272322246524
dense,LogReg,Normal,7,rank,proposed,4.4,0.9999999999999999,4.1,1.0,4.25,0.9316250195240084,4.38,0.822553751297629
full,LogReg,Normal,7,minmax,relevance_only,5.6,0.8687949224876581,3.3,0.914856882358379,3.35,0.945051411928014,2.14,0.955969361659018
full,LogReg,Normal,7,minmax,hard_filter,2.4,0.9999999999999999,1.5,1.0,1.2,0.9999999999999999,1.22,0.9853307271990933
full,LogReg,Normal,7,minmax,proportional,0.0,0.9999999999999999,0.1,1.0,0.35,0.9999999999999999,0.56,0.9840400760956514
full,LogReg,Normal,7,minmax,MMR,0.2,0.8539316501572934,1.9,0.7534494445524138,2.85,0.7719368204763374,3.6,0.816893481063539
full,LogReg,Normal,7,minmax,FAIR_prefix,5.6,0.8687949224876581,3.3,0.914856882358379,3.35,0.945051411928014,2.14,0.955969361659018
full,LogReg,Normal,7,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.9389107215706467
full,LogReg,Normal,7,rank,relevance_only,5.6,0.8687949224876581,3.3,0.914856882358379,3.35,0.945051411928014,2.14,0.955969361659018
full,LogReg,Normal,7,rank,hard_filter,2.4,0.9999999999999999,1.5,1.0,1.2,0.9999999999999999,1.22,0.9853307271990933
full,LogReg,Normal,7,rank,proportional,0.0,0.9999999999999999,0.0,1.0,0.2,0.9999999999999999,0.66,0.9840400760956514
full,LogReg,Normal,7,rank,MMR,1.4,0.8687949224876581,1.3,0.7630946912803435,2.75,0.8087244109101283,3.6,0.8520148069023211
full,LogReg,Normal,7,rank,FAIR_prefix,5.6,0.8687949224876581,3.3,0.914856882358379,3.35,0.945051411928014,2.14,0.955969361659018
full,LogReg,Normal,7,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.9389107215706467
dense,LogReg,Normal,8,minmax,relevance_only,10.0,0.7860137352654724,8.8,0.8611375561264455,10.4,0.9103827127966565,9.66,0.9086390522111278
dense,LogReg,Normal,8,minmax,hard_filter,10.0,0.7860137352654724,8.8,0.8611375561264455,10.4,0.9103827127966565,9.66,0.9086390522111278
dense,LogReg,Normal,8,minmax,proportional,4.2,0.9999999999999999,5.0,1.0,5.7,0.9999999999999999,6.58,0.8679899419577748
dense,LogReg,Normal,8,minmax,MMR,11.0,0.8304198973631918,10.2,0.8899541168509599,8.45,0.8587197975758883,8.9,0.8347256900071717
dense,LogReg,Normal,8,minmax,FAIR_prefix,10.0,0.7860137352654724,8.8,0.8611375561264455,10.4,0.9103827127966565,9.66,0.9086390522111278
dense,LogReg,Normal,8,minmax,proposed,4.2,0.9999999999999999,4.4,1.0,4.25,0.897562047268026,4.18,0.8083003055493739
dense,LogReg,Normal,8,rank,relevance_only,10.0,0.7860137352654724,8.8,0.8611375561264455,10.4,0.9103827127966565,9.66,0.9086390522111278
dense,LogReg,Normal,8,rank,hard_filter,10.0,0.7860137352654724,8.8,0.8611375561264455,10.4,0.9103827127966565,9.66,0.9086390522111278
dense,LogReg,Normal,8,rank,proportional,4.2,0.9999999999999999,5.0,1.0,6.0,0.9999999999999999,7.22,0.8841231030195267
dense,LogReg,Normal,8,rank,MMR,11.0,0.8304198973631918,9.7,0.8899541168509599,8.75,0.856923057117858,9.0,0.8478011379850265
dense,LogReg,Normal,8,rank,FAIR_prefix,10.0,0.7860137352654724,8.8,0.8611375561264455,10.4,0.9103827127966565,9.66,0.9086390522111278
dense,LogReg,Normal,8,rank,proposed,4.2,0.9999999999999999,4.4,1.0,4.25,0.89687484682514,4.18,0.8079432121035065
full,LogReg,Normal,8,minmax,relevance_only,3.0,0.9999999999999999,2.2,1.0,2.8,0.9603789329441843,2.78,0.9642548921754042
full,LogReg,Normal,8,minmax,hard_filter,3.6,0.9999999999999999,1.9,1.0,1.15,0.9999999999999999,1.18,0.970828395823338
full,LogReg,Normal,8,minmax,proportional,0.0,0.9999999999999999,0.1,1.0,0.5,0.9999999999999999,0.6,0.9700612738063831
full,LogReg,Normal,8,minmax,MMR,0.6,0.9999999999999999,0.6,0.9216017310213245,2.65,0.880183058469267,3.36,0.828609652467806
full,LogReg,Normal,8,minmax,FAIR_prefix,3.0,0.9999999999999999,2.2,1.0,2.8,0.9603789329441843,2.78,0.9642548921754042
full,LogReg,Normal,8,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9665625086152865,0.0,0.9384670663730436
full,LogReg,Normal,8,rank,relevance_only,3.0,0.9999999999999999,2.2,1.0,2.8,0.9603789329441843,2.78,0.9642548921754042
full,LogReg,Normal,8,rank,hard_filter,3.6,0.9999999999999999,1.9,1.0,1.15,0.9999999999999999,1.18,0.970828395823338
full,LogReg,Normal,8,rank,proportional,0.0,0.9999999999999999,0.1,1.0,0.3,0.9999999999999999,0.68,0.9697467305148428
full,LogReg,Normal,8,rank,MMR,0.6,0.9999999999999999,0.6,0.9305687780632227,2.65,0.9204411836994596,3.32,0.8560231152064234
full,LogReg,Normal,8,rank,FAIR_prefix,3.0,0.9999999999999999,2.2,1.0,2.8,0.9603789329441843,2.78,0.9642548921754042
full,LogReg,Normal,8,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9665625086152865,0.0,0.9384670663730436
dense,LogReg,Normal,9,minmax,relevance_only,7.6,0.6608397947263838,8.9,0.7799082337019198,9.3,0.8224499504579282,9.54,0.8462017107851287
dense,LogReg,Normal,9,minmax,hard_filter,7.6,0.6608397947263838,8.9,0.7799082337019198,9.3,0.8224499504579282,9.54,0.8462017107851287
dense,LogReg,Normal,9,minmax,proportional,4.8,0.9999999999999999,5.1,1.0,5.25,0.9626932496335552,6.56,0.9173711422947551
dense,LogReg,Normal,9,minmax,MMR,8.2,0.6608397947263838,6.4,0.7799082337019198,7.9,0.7877882394323209,8.88,0.8401453163577532
dense,LogReg,Normal,9,minmax,FAIR_prefix,7.6,0.6608397947263838,8.9,0.7799082337019198,9.3,0.8224499504579282,9.54,0.8462017107851287
dense,LogReg,Normal,9,minmax,proposed,4.4,0.9999999999999999,4.3,1.0,3.95,0.963643712011461,4.18,0.877535725912352
dense,LogReg,Normal,9,rank,relevance_only,7.6,0.6608397947263838,8.9,0.7799082337019198,9.3,0.8224499504579282,9.54,0.8462017107851287
dense,LogReg,Normal,9,rank,hard_filter,7.6,0.6608397947263838,8.9,0.7799082337019198,9.3,0.8224499504579282,9.54,0.8462017107851287
dense,LogReg,Normal,9,rank,proportional,4.8,0.9999999999999999,5.1,1.0,5.75,0.9603789329441843,6.94,0.9174718804001503
dense,LogReg,Normal,9,rank,MMR,8.2,0.6608397947263838,8.8,0.7799082337019198,7.9,0.818338893310527,9.22,0.8421350871104538
dense,LogReg,Normal,9,rank,FAIR_prefix,7.6,0.6608397947263838,8.9,0.7799082337019198,9.3,0.8224499504579282,9.54,0.8462017107851287
dense,LogReg,Normal,9,rank,proposed,4.4,0.9999999999999999,4.3,1.0,3.95,0.963643712011461,4.22,0.8779528333975992
full,LogReg,Normal,9,minmax,relevance_only,1.6,0.9999999999999999,3.7,0.9266360779006398,2.25,0.952653320122114,2.0,0.9595870708371114
full,LogReg,Normal,9,minmax,hard_filter,1.6,0.9999999999999999,1.5,1.0,1.05,0.9999999999999999,0.92,0.9848842407886497
full,LogReg,Normal,9,minmax,proportional,0.0,0.9999999999999999,0.0,1.0,0.25,0.9999999999999999,0.58,0.9838720027399551
full,LogReg,Normal,9,minmax,MMR,2.2,0.8539316501572934,1.2,0.8268133666517739,2.8,0.8509242512809062,2.44,0.8596398537023353
full,LogReg,Normal,9,minmax,FAIR_prefix,1.6,0.9999999999999999,3.7,0.9266360779006398,2.25,0.952653320122114,2.0,0.9595870708371114
full,LogReg,Normal,9,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.9536360932259533
full,LogReg,Normal,9,rank,relevance_only,1.6,0.9999999999999999,3.7,0.9266360779006398,2.25,0.952653320122114,2.0,0.9595870708371114
full,LogReg,Normal,9,rank,hard_filter,1.6,0.9999999999999999,1.5,1.0,1.05,0.9999999999999999,0.92,0.9848842407886497
full,LogReg,Normal,9,rank,proportional,0.0,0.9999999999999999,0.0,1.0,0.25,0.9999999999999999,0.58,0.9836940396642968
full,LogReg,Normal,9,rank,MMR,2.2,0.8539316501572934,3.0,0.8415908474314976,2.85,0.8643304138503656,2.3,0.8812933993743849
full,LogReg,Normal,9,rank,FAIR_prefix,1.6,0.9999999999999999,3.7,0.9266360779006398,2.25,0.952653320122114,2.0,0.9595870708371114
full,LogReg,Normal,9,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.9536360932259533
dense,LogReg,Oily,0,minmax,relevance_only,11.6,0.6608397947263838,13.2,0.7799082337019198,11.65,0.8250949897987655,10.9,0.8312042957603694
dense,LogReg,Oily,0,minmax,hard_filter,11.6,0.6608397947263838,13.2,0.7799082337019198,11.65,0.8250949897987655,10.9,0.8312042957603694
dense,LogReg,Oily,0,minmax,proportional,4.2,0.8687949224876581,5.1,0.914856882358379,6.4,0.8425413998456726,7.2,0.798010501949838
dense,LogReg,Oily,0,minmax,MMR,8.6,0.529634717214042,7.0,0.6163668470816234,11.35,0.7524156893197396,10.92,0.7588450445463619
dense,LogReg,Oily,0,minmax,FAIR_prefix,11.6,0.6608397947263838,13.2,0.7799082337019198,11.65,0.8250949897987655,10.9,0.8312042957603694
dense,LogReg,Oily,0,minmax,proposed,3.6,0.8539316501572934,3.8,0.835780413693672,4.15,0.7923399254978681,4.12,0.7317252534500942
dense,LogReg,Oily,0,rank,relevance_only,11.6,0.6608397947263838,13.2,0.7799082337019198,11.65,0.8250949897987655,10.9,0.8312042957603694
dense,LogReg,Oily,0,rank,hard_filter,11.6,0.6608397947263838,13.2,0.7799082337019198,11.65,0.8250949897987655,10.9,0.8312042957603694
dense,LogReg,Oily,0,rank,proportional,4.2,0.8539316501572934,4.8,0.9052116356304493,6.2,0.8690329052487158,8.12,0.8400315500918465
dense,LogReg,Oily,0,rank,MMR,10.0,0.49125969208957565,8.4,0.5914640815742043,11.65,0.6979596194095139,10.34,0.7745007295394254
dense,LogReg,Oily,0,rank,FAIR_prefix,11.6,0.6608397947263838,13.2,0.7799082337019198,11.65,0.8250949897987655,10.9,0.8312042957603694
dense,LogReg,Oily,0,rank,proposed,3.6,0.8539316501572934,4.0,0.835780413693672,4.15,0.7917674046807318,4.12,0.7315261017346745
full,LogReg,Oily,0,minmax,relevance_only,6.2,0.6608397947263838,4.1,0.7799082337019198,4.9,0.8579599603663426,4.52,0.9078983994964391
full,LogReg,Oily,0,minmax,hard_filter,2.6,0.9999999999999999,2.0,1.0,1.85,0.9999999999999999,1.28,0.9548832387432163
full,LogReg,Oily,0,minmax,proportional,0.2,0.9999999999999999,0.5,1.0,0.75,0.9999999999999999,1.04,0.9689799006538001
full,LogReg,Oily,0,minmax,MMR,5.0,0.529634717214042,4.0,0.6947651160602988,3.15,0.6938824923778156,4.66,0.7878703611896234
full,LogReg,Oily,0,minmax,FAIR_prefix,5.8,0.8539316501572934,3.9,0.9052116356304493,4.2,0.938826684621968,4.08,0.937754997823261
full,LogReg,Oily,0,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.939400568233135
full,LogReg,Oily,0,rank,relevance_only,6.2,0.6608397947263838,4.1,0.7799082337019198,4.9,0.8579599603663426,4.52,0.9078983994964391
full,LogReg,Oily,0,rank,hard_filter,2.6,0.9999999999999999,2.0,1.0,1.85,0.9999999999999999,1.28,0.9548832387432163
full,LogReg,Oily,0,rank,proportional,0.0,0.9999999999999999,0.2,1.0,0.55,0.9999999999999999,0.76,0.9682220360948196
full,LogReg,Oily,0,rank,MMR,3.4,0.6608397947263838,4.3,0.7162874455029681,3.7,0.7388954757582551,4.9,0.7983203156422994
full,LogReg,Oily,0,rank,FAIR_prefix,5.8,0.8539316501572934,3.9,0.9052116356304493,4.2,0.938826684621968,4.08,0.937754997823261
full,LogReg,Oily,0,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.939400568233135
dense,LogReg,Oily,1,minmax,relevance_only,14.4,0.8304198973631918,12.3,0.8899541168509599,12.15,0.9289799801831712,11.56,0.9138897962277526
dense,LogReg,Oily,1,minmax,hard_filter,14.4,0.8304198973631918,12.3,0.8899541168509599,12.15,0.9289799801831712,11.56,0.9138897962277526
dense,LogReg,Oily,1,minmax,proportional,5.0,0.9999999999999999,4.9,0.9216017310213245,6.85,0.8798313348609861,6.94,0.8626358905854915
dense,LogReg,Oily,1,minmax,MMR,8.6,0.7860137352654724,11.2,0.8611375561264455,10.2,0.8396384710454983,10.02,0.8237982495834867
dense,LogReg,Oily,1,minmax,FAIR_prefix,14.4,0.8304198973631918,12.3,0.8899541168509599,12.15,0.9289799801831712,11.56,0.9138897962277526
dense,LogReg,Oily,1,minmax,proposed,3.4,0.8539316501572934,3.9,0.9052116356304493,3.8,0.8992056175661525,4.1,0.7821954186344486
dense,LogReg,Oily,1,rank,relevance_only,14.4,0.8304198973631918,12.3,0.8899541168509599,12.15,0.9289799801831712,11.56,0.9138897962277526
dense,LogReg,Oily,1,rank,hard_filter,14.4,0.8304198973631918,12.3,0.8899541168509599,12.15,0.9289799801831712,11.56,0.9138897962277526
dense,LogReg,Oily,1,rank,proportional,4.2,0.8687949224876581,4.9,0.914856882358379,6.45,0.9095414020195997,7.3,0.890344163313365
dense,LogReg,Oily,1,rank,MMR,11.4,0.7860137352654724,9.8,0.8611375561264455,10.55,0.8367196744416731,9.96,0.8359586321460732
dense,LogReg,Oily,1,rank,FAIR_prefix,14.4,0.8304198973631918,12.3,0.8899541168509599,12.15,0.9289799801831712,11.56,0.9138897962277526
dense,LogReg,Oily,1,rank,proposed,3.4,0.8539316501572934,3.9,0.9052116356304493,3.8,0.8992056175661525,4.1,0.7816188139329434
full,LogReg,Oily,1,minmax,relevance_only,5.6,0.9999999999999999,5.8,0.9266360779006398,3.05,0.952653320122114,4.04,0.9433583942687123
full,LogReg,Oily,1,minmax,hard_filter,1.4,0.9999999999999999,1.6,1.0,1.4,0.9999999999999999,1.26,0.9388177121525739
full,LogReg,Oily,1,minmax,proportional,0.2,0.9999999999999999,0.1,1.0,0.8,0.9999999999999999,0.6,0.936855386318261
full,LogReg,Oily,1,minmax,MMR,3.0,0.8304198973631918,4.2,0.8263333286520083,5.6,0.8879212007962822,4.74,0.908936409454105
full,LogReg,Oily,1,minmax,FAIR_prefix,5.6,0.9999999999999999,4.0,1.0,3.05,0.9616153618346169,4.04,0.9482503532171931
full,LogReg,Oily,1,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9644899900915855,0.0,0.9497434865528822
full,LogReg,Oily,1,rank,relevance_only,5.6,0.9999999999999999,5.8,0.9266360779006398,3.05,0.952653320122114,4.04,0.9433583942687123
full,LogReg,Oily,1,rank,hard_filter,1.4,0.9999999999999999,1.6,1.0,1.4,0.9999999999999999,1.26,0.9388177121525739
full,LogReg,Oily,1,rank,proportional,0.0,0.9999999999999999,0.1,1.0,0.35,0.9342242174669666,0.66,0.9351203932701414
full,LogReg,Oily,1,rank,MMR,3.0,0.9999999999999999,4.2,0.9363792118010483,5.65,0.9589412206131108,4.98,0.9191925027727871
full,LogReg,Oily,1,rank,FAIR_prefix,5.6,0.9999999999999999,4.0,1.0,3.05,0.9616153618346169,4.04,0.9482503532171931
full,LogReg,Oily,1,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9644899900915855,0.0,0.9497434865528822
dense,LogReg,Oily,2,minmax,relevance_only,7.2,0.7860137352654724,11.7,0.8611375561264455,11.8,0.9103827127966565,11.24,0.9049589488083708
dense,LogReg,Oily,2,minmax,hard_filter,7.2,0.7860137352654724,11.7,0.8611375561264455,11.8,0.9103827127966565,11.24,0.9049589488083708
dense,LogReg,Oily,2,minmax,proportional,4.8,0.9999999999999999,4.5,0.9305687780632227,5.9,0.9551913563983281,6.78,0.8681468876598997
dense,LogReg,Oily,2,minmax,MMR,11.2,0.8687949224876581,10.1,0.8364586133797036,9.35,0.8207716896415989,9.8,0.7822190817109006
dense,LogReg,Oily,2,minmax,FAIR_prefix,7.2,0.7860137352654724,11.7,0.8611375561264455,11.8,0.9103827127966565,11.24,0.9049589488083708
dense,LogReg,Oily,2,minmax,proposed,3.6,0.9999999999999999,3.9,0.9266360779006398,3.95,0.8440969610227095,4.2,0.7982367218715319
dense,LogReg,Oily,2,rank,relevance_only,7.2,0.7860137352654724,11.7,0.8611375561264455,11.8,0.9103827127966565,11.24,0.9049589488083708
dense,LogReg,Oily,2,rank,hard_filter,7.2,0.7860137352654724,11.7,0.8611375561264455,11.8,0.9103827127966565,11.24,0.9049589488083708
dense,LogReg,Oily,2,rank,proportional,3.6,0.9999999999999999,4.9,0.933745776545611,6.15,0.9572416874849684,7.52,0.8709129644856229
dense,LogReg,Oily,2,rank,MMR,11.2,0.8687949224876581,10.1,0.8364586133797036,10.2,0.821638968678538,9.7,0.8284975232888185
dense,LogReg,Oily,2,rank,FAIR_prefix,7.2,0.7860137352654724,11.7,0.8611375561264455,11.8,0.9103827127966565,11.24,0.9049589488083708
dense,LogReg,Oily,2,rank,proposed,3.6,0.9999999999999999,3.9,0.9266360779006398,4.0,0.8440969610227095,4.2,0.7982454740557984
full,LogReg,Oily,2,minmax,relevance_only,3.0,0.9999999999999999,3.8,0.9216017310213245,3.95,0.9494043170253827,3.7,0.9280948222765698
full,LogReg,Oily,2,minmax,hard_filter,2.8,0.9999999999999999,1.7,1.0,1.65,0.9999999999999999,1.2,0.9227213576559641
full,LogReg,Oily,2,minmax,proportional,0.4,0.9999999999999999,0.8,1.0,0.8,0.9671350294324228,0.92,0.919553619100217
full,LogReg,Oily,2,minmax,MMR,8.0,0.9999999999999999,5.7,0.8630152897016883,6.05,0.8792562495869054,4.14,0.8266599699198209
full,LogReg,Oily,2,minmax,FAIR_prefix,3.0,0.9999999999999999,3.5,0.9305687780632227,2.9,0.9551913563983281,3.7,0.9305402784502448
full,LogReg,Oily,2,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9279430769346867,0.0,0.9146743327621508
full,LogReg,Oily,2,rank,relevance_only,3.0,0.9999999999999999,3.8,0.9216017310213245,3.95,0.9494043170253827,3.7,0.9280948222765698
full,LogReg,Oily,2,rank,hard_filter,2.8,0.9999999999999999,1.7,1.0,1.65,0.9999999999999999,1.2,0.9227213576559641
full,LogReg,Oily,2,rank,proportional,0.0,0.9999999999999999,0.0,1.0,0.45,0.9652498273011313,0.84,0.9172650328052705
full,LogReg,Oily,2,rank,MMR,8.0,0.9999999999999999,5.7,0.8643145546088338,5.25,0.8795680733157196,4.54,0.8425348357577281
full,LogReg,Oily,2,rank,FAIR_prefix,3.0,0.9999999999999999,3.5,0.9305687780632227,2.9,0.9551913563983281,3.7,0.9305402784502448
full,LogReg,Oily,2,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9279430769346867,0.0,0.9146743327621508
dense,LogReg,Oily,3,minmax,relevance_only,10.2,0.7860137352654724,11.7,0.8611375561264455,12.3,0.8775177422290793,10.96,0.8750770084806037
dense,LogReg,Oily,3,minmax,hard_filter,10.2,0.7860137352654724,11.7,0.8611375561264455,12.3,0.8775177422290793,10.96,0.8750770084806037
dense,LogReg,Oily,3,minmax,proportional,5.4,0.9999999999999999,6.2,1.0,6.25,0.963643712011461,6.84,0.8564228003241691
dense,LogReg,Oily,3,minmax,MMR,12.6,0.8304198973631918,11.5,0.8115558478722845,11.05,0.8072778365211468,10.38,0.773863025358634
dense,LogReg,Oily,3,minmax,FAIR_prefix,10.2,0.7860137352654724,11.7,0.8611375561264455,12.3,0.8775177422290793,10.96,0.8750770084806037
dense,LogReg,Oily,3,minmax,proposed,4.0,0.9999999999999999,4.0,0.8630152897016883,4.1,0.8011529795045289,4.08,0.7680763462014046
dense,LogReg,Oily,3,rank,relevance_only,10.2,0.7860137352654724,11.7,0.8611375561264455,12.3,0.8775177422290793,10.96,0.8750770084806037
dense,LogReg,Oily,3,rank,hard_filter,10.2,0.7860137352654724,11.7,0.8611375561264455,12.3,0.8775177422290793,10.96,0.8750770084806037
dense,LogReg,Oily,3,rank,proportional,4.4,0.9999999999999999,5.5,1.0,6.25,0.9626932496335552,7.46,0.8554722971545784
dense,LogReg,Oily,3,rank,MMR,11.2,0.8687949224876581,11.5,0.8364586133797036,10.0,0.7904842976984126,10.44,0.7966232223810144
dense,LogReg,Oily,3,rank,FAIR_prefix,10.2,0.7860137352654724,11.7,0.8611375561264455,12.3,0.8775177422290793,10.96,0.8750770084806037
dense,LogReg,Oily,3,rank,proposed,4.0,0.9999999999999999,4.0,0.8630152897016883,4.1,0.800867012992002,4.08,0.7679864529590765
full,LogReg,Oily,3,minmax,relevance_only,5.0,0.7860137352654724,4.3,0.8611375561264455,5.0,0.9103827127966565,4.64,0.9228481402542519
full,LogReg,Oily,3,minmax,hard_filter,2.8,0.9999999999999999,1.7,1.0,1.7,0.9999999999999999,1.36,0.9402336011211962
full,LogReg,Oily,3,minmax,proportional,0.0,0.9999999999999999,0.6,1.0,0.8,0.9999999999999999,0.68,0.9544010056782298
full,LogReg,Oily,3,minmax,MMR,2.8,0.9999999999999999,4.0,0.9266360779006398,4.4,0.952653320122114,4.34,0.8682841976676006
full,LogReg,Oily,3,minmax,FAIR_prefix,1.8,0.9999999999999999,3.5,0.9305687780632227,4.0,0.9551913563983281,3.48,0.9468350097701005
full,LogReg,Oily,3,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9662497681796519,0.0,0.9815773287088683
full,LogReg,Oily,3,rank,relevance_only,5.0,0.7860137352654724,4.3,0.8611375561264455,5.0,0.9103827127966565,4.64,0.9228481402542519
full,LogReg,Oily,3,rank,hard_filter,2.8,0.9999999999999999,1.7,1.0,1.7,0.9999999999999999,1.36,0.9402336011211962
full,LogReg,Oily,3,rank,proportional,0.0,0.9999999999999999,0.2,1.0,0.35,0.9999999999999999,0.68,0.9542521310832078
full,LogReg,Oily,3,rank,MMR,2.6,0.9999999999999999,4.0,0.933745776545611,5.2,0.9572416874849684,4.5,0.8710355522682934
full,LogReg,Oily,3,rank,FAIR_prefix,1.8,0.9999999999999999,3.5,0.9305687780632227,4.0,0.9551913563983281,3.48,0.9468350097701005
full,LogReg,Oily,3,rank,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9662497681796519,0.0,0.9815773287088683
dense,LogReg,Oily,4,minmax,relevance_only,8.4,0.8304198973631918,10.9,0.8899541168509599,11.95,0.9289799801831712,11.44,0.9136077913631659
dense,LogReg,Oily,4,minmax,hard_filter,8.4,0.8304198973631918,10.9,0.8899541168509599,11.95,0.9289799801831712,11.44,0.9136077913631659
dense,LogReg,Oily,4,minmax,proportional,5.2,0.9999999999999999,5.7,0.9216017310213245,5.9,0.9146541443265142,6.62,0.8525311709328421
dense,LogReg,Oily,4,minmax,MMR,10.4,0.8304198973631918,9.3,0.8263333286520083,9.4,0.8140265527224849,10.1,0.790064430674863
dense,LogReg,Oily,4,minmax,FAIR_prefix,8.4,0.8304198973631918,10.9,0.8899541168509599,11.95,0.9289799801831712,11.44,0.9136077913631659
dense,LogReg,Oily,4,minmax,proposed,3.8,0.8539316501572934,4.0,0.9052116356304493,3.9,0.9004420464565851,4.26,0.8058882645108945
dense,LogReg,Oily,4,rank,relevance_only,8.4,0.8304198973631918,10.9,0.8899541168509599,11.95,0.9289799801831712,11.44,0.9136077913631659
dense,LogReg,Oily,4,rank,hard_filter,8.4,0.8304198973631918,10.9,0.8899541168509599,11.95,0.9289799801831712,11.44,0.9136077913631659
dense,LogReg,Oily,4,rank,proportional,4.4,0.8687949224876581,5.2,0.914856882358379,6.35,0.945051411928014,7.58,0.8660860958973688
dense,LogReg,Oily,4,rank,MMR,11.4,0.8539316501572934,10.3,0.8389574121760602,12.3,0.8960683721069366,10.9,0.8494132170131555
dense,LogReg,Oily,4,rank,FAIR_prefix,8.4,0.8304198973631918,10.9,0.8899541168509599,11.95,0.9289799801831712,11.44,0.9136077913631659
dense,LogReg,Oily,4,rank,proposed,3.8,0.8539316501572934,4.1,0.9052116356304493,4.05,0.8681037553082653,4.26,0.8044306350687158
full,LogReg,Oily,4,minmax,relevance_only,3.0,0.9999999999999999,4.8,0.9266360779006398,3.65,0.952653320122114,3.58,0.9463099802365169
full,LogReg,Oily,4,minmax,hard_filter,2.8,0.9999999999999999,2.1,1.0,1.55,0.9999999999999999,1.08,0.9703337964913212
full,LogReg,Oily,4,minmax,proportional,0.6,0.9999999999999999,0.6,1.0,1.0,0.9999999999999999,0.82,0.956848475344096
full,LogReg,Oily,4,minmax,MMR,6.8,0.8687949224876581,5.6,0.914856882358379,4.5,0.8732292823779176,5.4,0.8244647985420871
full,LogReg,Oily,4,minmax,FAIR_prefix,3.0,0.9999999999999999,2.4,1.0,3.65,0.9616153618346169,3.58,0.9512019391849977
full,LogReg,Oily,4,minmax,proposed,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.0,0.940862178239811
